Work,Name,Date,Category,Region,Price (USD)
1076,Quartz Mountain Georgia's Mountain - A Day In The Sun (Unknown),NA,Mixed Media,North America,600
1077,Strength (Unknown),NA,Painting,North America,750
1078,Untitled (Unknown),NA,Print,North America,1000
1079,White Meditation (Unknown),NA,Photography,North America,9500
1080,Left Behind (Unknown),NA,Painting,North America,1350
1081,Dawn (Unknown),NA,Painting,North America,1670
1082,Camouflage (Unknown),NA,Painting,North America,2500
1083,Yep. That's It. That's The One. (Unknown),NA,Painting,North America,3000
1084,Destination Unknown (2017),21st,Painting,Europe,1039.6
1085,Origin (Unknown date),NA,Print,Europe,672.35
1086,Shock Blue Black Hole (Unknown),NA,Print,North America,700
1087,"Viola Concerto, Pt 1 Nico Muhly, Composer (Unknown)",NA,Mixed Media,North America,800
1088,Bloom 9 (Unknown),NA,Painting,North America,1100
1089,California Coast (Date unknown.),NA,Painting,North America,10500
1090,Chartreuse Series I (Unknown),NA,Painting,North America,195
1091,Chartreuse Series II (Unknown),NA,Painting,North America,195
1092,Free to Choose (Unknown),NA,Print,North America,250
1093,Blue Background Figure (unknown),NA,Painting,North America,8000
1094,Sydney Opera House (Unknown),NA,Painting,Europe,11300
1095,"Visitors wait in long lines to see the Tomb of the Unknown Solider at the Kremlin, Moscow, Russia (1988)",20th,Photography,North America,3500
1096,"Viola Concerto: I, Jennifer Higdon, Composer (Unknown)",NA,Mixed Media,North America,500
1097,Indian Girls (Unknown),NA,Painting,Europe,2486
1098,Driftwood (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,11000
1099,Dawn (Unknown),NA,Painting,North America,1670
1100,Discovered There's Another Me Inside Of Me (Unknown),NA,Mixed Media,North America,4200
1101,Double Habitat 1 (Unknown),NA,Painting,North America,3500
1102,Swirling Bark (Unknown),NA,Print,North America,600
1103,Bloom 10 (Unknown),NA,Painting,North America,1100
1104,Meadow 7 (Unknown),NA,Painting,North America,900
1105,California Dinner (Unknown),NA,Painting,North America,4800
1106,Flutter 3 (Unknown),NA,Painting,North America,1400
1107,Dog's Head Point (Date unknown.),NA,Painting,North America,105000
1108,Meadow 4 (Unknown),NA,Painting,North America,900
1109,"Viola Concerto, Pt 3 Nico Muhly, Composer (Unknown)",NA,Mixed Media,North America,800
1110,HEARTBREAKER (Unknown),NA,Print,North America,900
1111,Meadow 5 (Unknown),NA,Painting,North America,800
1112,Indian Girls (Unknown),NA,Painting,Europe,2486
1113,Songs of Elysian Fields 10 (unknown),NA,Painting,North America,2000
1114,Bloom 2 (Unknown),NA,Painting,North America,1400
1115,Unknown time (2022),21st,Painting,North America,13000
1116,Mystery Wall with Rocks and Roses (Unknown),NA,Mixed Media,North America,6912
1117,Meadow 6 (Unknown),NA,Painting,North America,900
1118,Sight of The Distance (Unknown),NA,Painting,North America,3000
1119,"Postcards to AZ: ""Farbige Aufteilung (1928)"", Piet Mondrian. Location unknown, num 4 (2017)",21st,Painting,North America,2800
1120,Songs of Elysian Fields 1 (unknown),NA,Painting,North America,2000
1121,The Remedy (Unknown),NA,Painting,North America,1800
1122,Henri (unknown),NA,Sculpture,North America,900
1123,California Dinner (Unknown),NA,Painting,North America,4800
1124,Unknown time (2021),21st,Painting,North America,16800
1125,"Postcards to AZ: ""Farbige Aufteilung (1928)"", Piet Mondrian. Location unknown, num 4 (2017)",21st,Painting,North America,2800
1126,Songs of Elysian Fields 1 (unknown),NA,Painting,North America,2000
1127,The Thing I Noticed Today (Unknown),NA,Print,North America,225
1128,Meadow 3 (Unknown),NA,Painting,North America,900
1129,UNTITLED (TORSO) (Unknown),NA,Photography,North America,119950
1130,Prickly Pear (Unknown),NA,Painting,North America,3500
1131,Musical Score for the Sleepless (Unknown),NA,Print,North America,200
1132,Pensive (Unknown),NA,Painting,North America,4000
1133,Flutter 3 (Unknown),NA,Painting,North America,1400
1134,Elizabeth (Unknown),NA,Print,North America,595
1135,The Voice of Water (Unknown),NA,Print,North America,275
1136,The Hand Studies (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,600
1137,Tondo Worlds Fair 3/3 (Unknown),NA,Print,North America,2500
1138,Meadow 4 (Unknown),NA,Painting,North America,900
1139,Unknown time (2022),21st,Painting,North America,15000
1140,Guardian (Unknown),NA,Photography,North America,200
1141,Meadow 2 (Unknown),NA,Painting,North America,900
1142,Teal Activity I (Unknown),NA,Painting,North America,195
1143,Fisherman's Home (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,300
1144,The unknown (2021),21st,Painting,Europe,990
1145,SUNSET BOULEVARD (Unknown),NA,Print,North America,900
1146,"Camouflage, Vienna (Unknown)",NA,Photography,North America,1550
1147,Landscape in the Fog (Unknown),NA,Print,North America,285
1148,Checker (Unknown),NA,Print,North America,3500
1149,Raven in the Arroyo (Unknown),NA,Painting,North America,400
1150,"Pink & Green: On The Back Road To Crested Butte, CO (Unknown)",NA,Mixed Media,North America,4500
1151,UNTITLED (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,750
1152,Undressing Nude (Unknown),NA,Print,North America,225
1153,Spike (Unknown),NA,Photography,North America,1550
1154,"Ghost Ranch, NM (Unknown)",NA,Painting,North America,7500
1155,Blue Spew I (Unknown),NA,Painting,North America,300
1156,Butterflies Are Free (Unknown),NA,Mixed Media,North America,16200
1157,Blue Spew II (Unknown),NA,Painting,North America,300
1158,Sitzender Terrier (unknown),NA,Print,Europe,1732.5
1159,A Shooting Star in a Cave (Unknown),NA,Print,North America,225
1160,Unknown time (2019),21st,Painting,North America,25000
1161,Tondo Worlds Fair 2/3 (Unknown),NA,Print,North America,2500
1162,UNTITLED (TORSO) (Unknown),NA,Photography,North America,119950
1163,Cactus Chair (Unknown),NA,Print,North America,300
1164,Sweet Yet Oh So Tough (Unknown),NA,Painting,North America,500
1165,Unknown time (2022),21st,Painting,North America,7200
1166,Les Banderilles (IV) (1961),20th,Print,North America,660
1167,Flutter 3 (Unknown),NA,Painting,North America,1400
1168,Songs of Elysian Fields 1 (unknown),NA,Painting,North America,2000
1169,Tondo Worlds Fair 3/3 (Unknown),NA,Print,North America,2500
1170,Meadow 4 (Unknown),NA,Painting,North America,900
1171,Untitled (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,500
1172,Guardian (Unknown),NA,Photography,North America,200
1173,Meadow 2 (Unknown),NA,Painting,North America,900
1174,After Low Air Pressure Left (Unknown),NA,Print,North America,275
1175,Lovers 2 (unknown),NA,Photography,North America,2725
1176,WISH I MAY... (Unknown),NA,Print,North America,900
1177,Musical Score for the Sleepless (Unknown),NA,Print,North America,200
1178,California Dinner (Unknown),NA,Painting,North America,4800
1179,"Postcards to AZ: ""Farbige Aufteilung (1928)"", Piet Mondrian. Location unknown, num 4 (2017)",21st,Painting,North America,2800
1180,The Voice of Water (Unknown),NA,Print,North America,275
1181,Unknown time (2022),21st,Painting,North America,15000
1182,Meadow 3 (Unknown),NA,Painting,North America,900
1183,JUST THE 2 OF US (Unknown),NA,Print,North America,900
1184,Lovers 3 (unknown),NA,Photography,North America,2725
1185,Prickly Pear (Unknown),NA,Painting,North America,3500
1186,UNTITLED (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,750
1187,Sweet Yet Oh So Tough (Unknown),NA,Painting,North America,500
1188,Overlook (unknown),NA,Painting,North America,200
1189,Entrance to the Night (Unknown),NA,Print,North America,250
1190,Unknown time (2022),21st,Painting,North America,7200
1191,Snow White (Unknown),NA,Photography,North America,8000
1192,Unknown Species no.58 (2012),21st,Painting,North America,9250
1193,into the unknown  (2020),21st,"Drawing, Collage or other Work on Paper",North America,400
1194,Special Places 12058 (Unknown),NA,Painting,North America,3500
1195,Flatiron (Unknown),NA,Photography,North America,200
1196,RBN#2 In Out (Unknown),NA,Print,North America,3500
1197,Cactus Chair (Unknown),NA,Print,North America,300
1198,Undressing Nude (Unknown),NA,Print,North America,225
1199,Purple Sky (Unknown),NA,Painting,North America,750
1200,Fisherman's Home (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,300
1201,Unknown Ancestor (2018),21st,"Drawing, Collage or other Work on Paper",North America,1000
1202,Snow White II (Unknown),NA,Photography,North America,8000
1203,"Indian Point, Lake Thunderbird (Unknown)",NA,Painting,North America,7500
1204,Unknown (2017),21st,Photography,Europe,148.5
1205,Lovers 4 (unknown),NA,Photography,North America,2725
1206,(3 Squirrels) (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,2800
1207,The Soundscape (Unknown date),NA,Print,Europe,649.75
1208,Michael Juan Nunez plays the Ogden Museum (unknown),NA,Painting,North America,1800
1209,Special Places 12059 (Unknown),NA,Painting,North America,4500
1210,Orange Chair - Mousetrap (Unknown),NA,Print,North America,300
1211,Red Lanterns (Unknown),NA,Photography,North America,200
1212,Grazing in the Field (Unknown),NA,Painting,North America,3150
1213,Special Places 12056 (Unknown),NA,Painting,North America,3500
1214,Mare Incognitum (Unknown Sea) (2021),21st,Painting,North America,1800
1215,Lifting Fog (Unknown),NA,Painting,North America,2500
1216,Unknown Girl in Venice Beach (California Blue Screen)  (1997),20th,Photography,North America,1200
1217,Grass (Unknown),NA,Print,North America,750
1218,Bitch Bitch Bitch (Unique) (Unknown ),NA,Mixed Media,North America,13500
1219,"Sheet, Mahery, Ireland (Unknown)",NA,Photography,North America,7500
1220,Pink Hills & Blue Clouds (Unknown),NA,Painting,North America,5200
1221,"Visitors wait in long lines to see the Tomb of the Unknown Solider at the Kremlin, Moscow, Russia (1988)",20th,Photography,North America,3500
1222,Lady 仕女 丁雄泉 (Unknown),NA,Painting,North America,50000
1223,"Self-portrait in Bed (Mahery, Ireland) (Unknown)",NA,Photography,North America,10000
1224,Feet Don't Fail Me Now (Unknown),NA,Painting,North America,2100
1225,Unknown time (2022),21st,Painting,North America,13000
1226,BUENOS AIRES (Unknown),NA,Painting,North America,4500
1227,The Artist's Hand (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,600
1228,Afternoon Tea In The Old House (Unknown),NA,Mixed Media,North America,12000
1229,"The ""Wink"" (Unknown)",NA,Painting,North America,1400
1230,City Breeze (Unknown),NA,Painting,North America,1200
1231,Untitled - Floral Moon (Unknown),NA,Print,North America,1500
1232,Unknown Spot #6 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1233,Untitled (unknown),NA,"Drawing, Collage or other Work on Paper",North America,170
1234,Medieval Hall at The Met (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,600
1235,Girl in Boots 穿靴子的女孩 常玉 (Unknown),NA,Painting,North America,165000
1236,Face (unknown),NA,Painting,North America,22000
1237,"Wonderwheel, CI (Unknown)",NA,Photography,North America,200
1238,Two unknown Boys (Stranger than Paradise) (1997),20th,Photography,North America,2000
1239,Untitled (Unknown),NA,Painting,North America,4050
1240,45 MINUTES FROM BROADWAY (Unknown),NA,Print,North America,900
1241,Orange Chair - Mousetrap (Unknown),NA,Print,North America,300
1242,The Keepers (unknown),NA,Installation,North America,23000
1243,Unknown Spot #4 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1244,Lovers 1 (unknown),NA,Photography,North America,2725
1245,Beyond the barrier - to the unknown (2022),21st,Painting,Europe,3960
1246,Brittany Boats (Date Unknown.),NA,Painting,North America,30000
1247,After The Ball (Unknown),NA,Painting,North America,2500
1248,Untitled - Two Horses and Flowers (Unknown),NA,Print,North America,1500
1249,"Diving Board, France Etretat (Unknown)",NA,Painting,North America,1800
1250,Untitled I (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,400
1251,Brittany Boats (Date Unknown),NA,Painting,North America,30000
1252,Untitled (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,500
1253,Pink Hills & Blue Clouds (Unknown),NA,Painting,North America,5200
1254,The Unknown (2022),21st,Painting,North America,6200
1255,Destiny (Unknown),NA,Painting,North America,7000
1256,CINO CEPAGES (UNKNOWN),NA,Print,North America,1200
1257,Shannon (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,3800
1258,Unknown Girl 01 - Street Portraits (Stranger than Paradise) (1999),20th,Photography,North America,400
1259,Grand Central Station (Unknown),NA,Photography,North America,200
1260,Magic Power (Unknown date),NA,Print,Europe,791
1261,Coney Island Series VI (Unknown),NA,Photography,North America,450
1262,Self-Portait as Mrs. Brown (red dress) (Unknown),NA,Photography,North America,7500
1263,Small Dogs (unknown year),NA,Painting,North America,6500
1264,Depths Unknown (2019),21st,Painting,North America,9500
1265,Joyful leap with the unknown (2022),21st,Painting,North America,3200
1266,Poisson (ca. Unknown),NA,Sculpture,Europe,49500
1267,Untitled - Horse and Woman (Unknown),NA,Print,North America,1200
1268,Dedicace (Unknown),NA,Print,North America,695
1269,"Moonrise, Birch Grove (Date unknown)",NA,Painting,North America,16500
1270,Center Street NYC (Unknown),NA,Photography,North America,200
1271,Spring Rain (Unknown),NA,Photography,North America,200
1272,Untitled II (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,300
1273,"Glamour, Madrid (Unknown)",NA,Photography,North America,1550
1274,You're A Star In The Face Of The Sky  (Unknown),NA,Mixed Media,North America,16200
1275,Unknown time (2022),21st,Painting,North America,7200
1276,Boat At Louisbourg Nova Scotia (Unknown),NA,Painting,North America,6000
1277,Unknown time - after Gogh (2019),21st,Mixed Media,North America,13000
1278,RISING SUN COLLAGE 2 (OVERPAINT) (Unknown),NA,Painting,North America,1960
1279,Poisson (ca. Unknown),NA,Sculpture,Europe,49500
1280,Unknown Marina 2 (2018),21st,Photography,North America,775
1281,Unknown Spot #5 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1282,Snow Covered Hills (Unknown),NA,Painting,North America,1000
1283,The Unknown (2022),21st,Painting,North America,6200
1284,Blue Period (unknown),NA,Photography,North America,1000
1285,"Unknown, Self Portrait (2006-2012)",NA,Painting,North America,600
1286,FIRST CLASS PAIR (UNKNOWN),NA,Painting,North America,3375
1287,Purple Sky (Unknown),NA,Painting,North America,750
1288,Unknown Surface II (2016),21st,Painting,North America,3750
1289,Unknown time - after Gogh (2019),21st,Mixed Media,North America,13000
1290,RISING SUN COLLAGE 2 (OVERPAINT) (Unknown),NA,Painting,North America,1960
1291,Unknown Spot #3 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1292,Two unknown Boys (Stranger than Paradise) (1997),20th,Photography,North America,2000
1293,Surf Avenue Coney Island (Unknown),NA,Photography,North America,200
1294,BUGSY MIRANDA (UNKNOWN),NA,Print,North America,695
1295,Mc Gelligott's Pool (Unknown),NA,Painting,North America,4100
1296,Daisies (Unknown),NA,Painting,North America,1200
1297,The Bowery NYC (Unknown),NA,Photography,North America,200
1298,Pete’s Tavern NYC (Unknown),NA,Photography,North America,200
1299,Unknown Mosaic (Injection) (2016),21st,Mixed Media,North America,36000
1300,White No. 1 (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,4800
1301,Poisson (ca. Unknown),NA,Sculpture,Europe,49500
1302,Snow Covered Hills (Unknown),NA,Painting,North America,1000
1303,Le Picador (II) (1961),20th,Print,North America,8360
1304,Swing for the Sky (Unknown),NA,Painting,North America,5500
1305,Daisies (Unknown),NA,Painting,North America,1200
1306,Parts Unknown (2019),21st,Painting,North America,3900
1307,Pete’s Tavern NYC (Unknown),NA,Photography,North America,200
1308,City of Angeles (unknown),NA,Painting,North America,12000
1309,Unknown Light (2019),21st,Painting,Europe,37125
1310,Jeu de la Cape (III) (1961),20th,Print,North America,2110
1311,White No. 1 (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,4800
1312,Anime Series Unknown (2019),21st,Painting,Europe,3465
1313,RISING SUN COLLAGE 2 (OVERPAINT) (Unknown),NA,Painting,North America,1960
1314,Dream Figure with Arms Raised (Unknown),NA,"Drawing, Collage or other Work on Paper",Oceania,636.8
1315,It's For People Like You That Keep It Turned On (Black) (Unknown),NA,Mixed Media,North America,16200
1316,Still Life (Unknown),NA,Painting,North America,10500
1317,Unknown Surface II (2016),21st,Painting,North America,3750
1318,Blue Period (unknown. ),NA,Photography,Europe,2260
1319,La Pique (I) (1961),20th,Print,North America,2725
1320,I Couldn't If I Tried (Unique) (Unknown),NA,Mixed Media,North America,11400
1321,Unknown Marina 2 (2018),21st,Photography,North America,775
1322,Unknown Spot #5 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1323,BUGSY MIRANDA (UNKNOWN),NA,Print,North America,695
1324,FIRST CLASS PAIR (UNKNOWN),NA,Painting,North America,3375
1325,What's Unknown (2020),21st,Painting,North America,190
1326,Pablo Picasso Madoura Ceramic Tile Unique 'Tête de faune'  (unknown),NA,Design/Decorative Art,North America,50000
1327,"Quartz Mountain, Last Night Before Dark (Unknown)",NA,Painting,North America,1950
1328,Austria Northern B (unknown),NA,Mixed Media,North America,9600
1329,"Wasps, or monument for the unknown artists (2002)",21st,Sculpture,Europe,47520
1330,The Wild Unknown (2014),21st,Photography,North America,400
1331,Unknown Spot #3 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1332,Surf Avenue Coney Island (Unknown),NA,Photography,North America,200
1333,Coney Island Series VII (Unknown),NA,Photography,North America,450
1334,The Bowery NYC (Unknown),NA,Photography,North America,200
1335,Unknown Mosaic (Injection) (2016),21st,Mixed Media,North America,36000
1336,Creation (1960),20th,Print,North America,3400
1337,Reflections of the Unknown (2021),21st,Painting,Europe,7524
1338,It's For People Like You That Keep It Turned On (Peach) (Unknown ),NA,Mixed Media,North America,16200
1339,Studio (unknown date. ),NA,Photography,North America,2500
1340,Untitled - Man and Sun (Unknown),NA,Print,North America,1200
1341,After The Ball (Unknown),NA,Painting,North America,2500
1342,Medieval Hall at The Met (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,600
1343,Unknown Species no.289 (2018),21st,Painting,North America,7300
1344,Untitled (Unknown),NA,Print,North America,695
1345,Untitled (Unknown),NA,Print,North America,995
1346,Unknown Artist- June 15th 19 (2019),21st,Painting,North America,16000
1347,"Postcards to AZ: ""Farbige Aufteilung (1928)"", Piet Mondrian. Location unknown, num 3 (2017)",21st,Painting,North America,2800
1348,Unknown Artist- April 22nd 20 (2020),21st,Painting,North America,16000
1349,Unknown Spot #4 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1350,Unknown Spot #6 (2020),21st,"Drawing, Collage or other Work on Paper",North America,215
1351,Nude 裸女 丁雄泉 (Unknown),NA,Painting,North America,12000
1352,"Wonderwheel, CI (Unknown)",NA,Photography,North America,200
1353,Overlooking Sailboat on Pond (Unknown),NA,Painting,North America,1400
1354,Destination Unknown (2017),21st,Sculpture,North America,1800
1355,"Diving Board, France Etretat (Unknown)",NA,Painting,North America,1800
1356,Unknown Artist- Sep 4th 19 (2019),21st,Painting,North America,16000
1357,Unknown Man Under a Tree (2022),21st,Painting,Europe,480.25
1358,The Unknown (2022),21st,Painting,North America,1000
1359,Untitled - Two Horses and Flowers (Unknown),NA,Print,North America,1500
1360,Unknown Artist- May 1st 20 (2020),21st,Painting,North America,16000
1361,Sunny (unknown),NA,Sculpture,North America,1500
1362,"Untitled (Unknown, Unnamed Event Location) (2021)",21st,"Drawing, Collage or other Work on Paper",North America,1000
1363,Unknown Artist- April 22nd 20 (2020),21st,Painting,North America,16000
1364,Unknown Artist- June 5th 1989.   (2021),21st,Painting,North America,24000
1365,Unknown Artist- August 16th 1987 (2021),21st,Painting,North America,20000
1366,Unknown Artist- Nov 6th 19 (2021),21st,Painting,North America,24000
1367,Unknown Artist- Nov 8th 19 (2019),21st,Painting,North America,6000
1368,Unknown Artist- April 22nd 20 (2020),21st,Painting,North America,20000
1369,Unknown Artist- Sep 5th 2006 (2021),21st,Painting,North America,8000
1370,Unknown Artist- April 11th 2 (2021),21st,Painting,North America,10000
1371,The Unknown (2022),21st,Painting,North America,1000
1372,Unknown Artist- May 22nd 1999 (2021),21st,Painting,North America,10000
1373,Flirting with Desire (unknown),NA,Sculpture,North America,4600
1374,Unknown Artist- May 1st 20 (2020),21st,Painting,North America,16000
1375,The Unknown Masterpiece: Ekaterina Gagarina (2018),21st,Mixed Media,North America,4250
1376,Untitled (Unknown),NA,Print,North America,695
1377,Unknown Artist- March 19th 1974 (2021),21st,Painting,North America,24000
1378,Untitled (Unknown),NA,Print,North America,995
1379,Unknown Artist- July 8th 2003 (2021),21st,Painting,North America,8000
1380,Unknown Artist- Mar 9th 17 (2020),21st,Painting,North America,6000
1381,Unknown Man Under a Tree (2022),21st,Painting,Europe,480.25
1382,Unknown Artist- Sep 22nd 19 (2019),21st,Painting,North America,8000
1383,Unknown Artist- July 16th 19 (2021),21st,Painting,North America,20000
1384,Unknown Author 1 (2022),21st,Design/Decorative Art,North America,28000
1385,Nude 裸女 丁雄泉 (Unknown),NA,Painting,North America,12000
1386,Still Life with Fish  (Date unknown),NA,Painting,North America,30000
1387,"Unknown Man, Bracken (2021)",21st,Painting,Europe,559.35
1388,Plate (Unknown),NA,Other,Europe,11243.5
1389,Crocodile Rock  (Unknown),NA,Print,North America,1300
1390,Unknown 5 (2016),21st,Painting,North America,2800
1391,"Postcards to AZ: ""Farbige Aufteilung (1928)"", Piet Mondrian. Location unknown, num 3 (2017)",21st,Painting,North America,2800
1392,Domo (Unknown ),NA,Print,North America,1200
1393,The Unknown Masterpiece: Madame Jacques-Louis Leblanc (2018),21st,Mixed Media,North America,5300
1394,Mornings of the Unknown (2020),21st,Mixed Media,North America,480
1395,Niagara Falls  (Date unknown.),NA,Painting,North America,55000
1396,Destination Unknown (2017),21st,Sculpture,North America,1800
1397,"Wasps, or monument for the unknown artists (2002)",21st,Sculpture,Europe,47520
1398,Unknown mystical landscape (2013),21st,Photography,Europe,1485
1399,Rainbow Star of David (Unknown),NA,Painting,North America,27500
1400,RITES OF SPRING (UNKNOWN),NA,Print,North America,750
1401,Blue Period (unknown date. ),NA,Photography,North America,2500
1402,Unknown Species no.181 (2016),21st,Painting,North America,4500
1403,Cafetiere Rouge (Red Coffee Maker) (Unknown),NA,Print,North America,750
1404,You're A Star In The Face Of The Sky (Unique) (Unknown),NA,Mixed Media,North America,11400
1405,Model assis au sofa (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,6500
1406,GYBR (Unknown ),NA,Print,North America,1300
1407,"Offering, left hand with flowers (unknown)",NA,Sculpture,North America,800
1408,Bistro 110 (Unknown),NA,Print,North America,125
1409,Unknown Species no.289 (2018),21st,Painting,North America,7300
1410,Overlooking Sailboat on Pond (Unknown),NA,Painting,North America,1400
1411,Evening in unknown place (2021),21st,Sculpture,Europe,4752
1412,The Unknown Masterpiece: Portrait of a Young Woman (2018),21st,Mixed Media,North America,4130
1413,Reach (year unknown),NA,"Drawing, Collage or other Work on Paper",North America,750
1414,Killed Negative #48 / After Unknown Photographer (2022),21st,"Drawing, Collage or other Work on Paper",North America,5000
1415,Unknown Author 1 (2022),21st,Design/Decorative Art,North America,28000
1416,Sunset River (Unknown date),NA,"Drawing, Collage or other Work on Paper",North America,4800
1417,Evening in unknown place (2021),21st,Sculpture,Europe,4752
1418,Killed Negative #49 / After Unknown Photographer (2022),21st,"Drawing, Collage or other Work on Paper",North America,2500
1419,Rainbow Star of David (Unknown),NA,Painting,North America,27500
1420,The Unknown Masterpiece: Portrait of a Woman (2018),21st,Mixed Media,North America,3900
1421,Unknown 5 (2016),21st,Painting,North America,2800
1422,Sunset River (Unknown date),NA,"Drawing, Collage or other Work on Paper",North America,4800
1423,The Unknown Masterpiece: Portrait of a Lady (2018),21st,Mixed Media,North America,4130
1424,Time travel unknown (2015),21st,Painting,Europe,3445.2
1425,The Unknown Masterpiece: Portrait of a Young Woman (2018),21st,Mixed Media,North America,4130
1426,Crocodile Rock  (Unknown),NA,Print,North America,1300
1427,Domo (Unknown ),NA,Print,North America,1200
1428,Blue Period (unknown date. ),NA,Photography,North America,2500
1429,Killed Negative #48 / After Unknown Photographer (2022),21st,"Drawing, Collage or other Work on Paper",North America,5000
1430,Model Unknown - Caravaggio Detail (2020),21st,Painting,North America,350
1431,Anime Series Unknown (2019),21st,Painting,Europe,3465
1432,The Unknown Masterpiece: Girl with a Pearl Earring (2018),21st,Mixed Media,North America,4130
1433,At the Beach (Date unknown),NA,"Drawing, Collage or other Work on Paper",North America,19000
1434,Firecracker Painting  (Unknown),NA,Painting,North America,1600
1435,Goodbye (Unknown ),NA,Print,North America,1300
1436,Unknown Species no.273 diptych (2018),21st,Painting,North America,580
1437,Unknown Marina 1 (2018),21st,Photography,North America,775
1438,The Unknown Masterpiece: François Clouet Christina of Denmark (2018),21st,Mixed Media,North America,4130
1439,"United Nations from the East River, New York  (Date unknown.)",NA,Painting,North America,29500
1440,Ba Ba Bennie (Unknown ),NA,Print,North America,1300
1441,"Waterfall, Woodstock, NY (Date unknown)",NA,"Drawing, Collage or other Work on Paper",North America,12000
1442,"Trustingly, they had gone on a journey to a yet unknown place. (2022)",21st,Print,North America,9550
1443,The Unknown Masterpiece: Bella (2018),21st,Mixed Media,North America,3900
1444,Magic Raindrops II (Unknown),NA,Print,Europe,3069
1445,Bronze Triangle with Glass Cast  (Unknown),NA,Sculpture,North America,20000
1446,"Milky Way,Boy (Unknown)",NA,"Drawing, Collage or other Work on Paper",North America,7200
1447,Unknown (1962),20th,"Drawing, Collage or other Work on Paper",North America,3500
1448,"Waterfall, Woodstock, NY (Date unknown)",NA,"Drawing, Collage or other Work on Paper",North America,12000
1449,LA FENIERE (UNKNOWN),NA,Print,North America,725
1450,Morning Vapor (Unknown),NA,Painting,North America,7000
1451,"Lone Tree, St. Lawrence (Date unknown)",NA,Painting,North America,3500
1452,GARDEN LACE (UNKNOWN),NA,Print,North America,600
1453,"Milky Way,Boy (Unknown)",NA,"Drawing, Collage or other Work on Paper",North America,7200
1454,The Unknown Masterpiece: François Clouet Christina of Denmark (2018),21st,Mixed Media,North America,4130
1455,Big Bang Blue (Unknown),NA,Print,Europe,970.2
1456,DINNER AT LA CAVE (UNKNOWN),NA,Print,North America,600
1457,Sea at Dusk (Unknown),NA,Painting,North America,5000
1458,Unknown Species no.273 diptych (2018),21st,Painting,North America,580
1459,Unknown Marina 1 (2018),21st,Photography,North America,775
1460,XLV (Unknown),NA,Print,Europe,1851.3
1461,Unknown (1962),20th,"Drawing, Collage or other Work on Paper",North America,3500
1462,Medusa (year unknown),NA,Sculpture,North America,1200
1463,Mythe Sisyphus: Possible Realistic Art (Homage to Unknown Artist) (2019),21st,Painting,North America,50000
1464,Bitch Bitch Bitch  (Unknown),NA,Print,North America,1300
1465,This One's For You  (Unknown ),NA,Print,North America,1300
1466,Tea and Transformation (unknown),NA,Sculpture,North America,5200
1467,Ancient temple in the country 鄉間古寺 楊三郎 (Unknown),NA,Painting,North America,66000
1468,Galerie 33 (Unknown),NA,Print,North America,275
1469,Desert Fire #4 (Unknown),NA,Painting,North America,7000
1470,The Unknown Masterpiece: Portrait of Countess Luigia Douglas Scotti d'Adda (2018),21st,Mixed Media,North America,4130
1471,Unknown Origins   (2021),21st,Painting,North America,400
1472,Untitled 623 (Unknown),NA,Painting,Europe,35862.75
1473,Liberty Wants Talent (Unknown ),NA,Print,North America,1500
1474,The Unknown Masterpiece: Ekaterina Gagarina (2018),21st,Mixed Media,North America,4250
1475,GYBR (Unknown ),NA,Print,North America,1300
1476,Small Chesterfield Tower (Unknown),NA,Sculpture,Europe,396
1477,Transforming Fire (unknown),NA,Painting,North America,3500
1478,Mythe Sisyphus: Possible Realistic Art (Homage to Unknown Artist) (2019),21st,Painting,North America,50000
1479,Unknown Species no.181 (2016),21st,Painting,North America,4500
1480,Tree Spirit (year unknown),NA,Sculpture,North America,1200
1481,"Untitled, Study for Unknown Location for a Baptism (Outside Charleston, Mississippi) (2020)",21st,"Drawing, Collage or other Work on Paper",North America,950
1482,LEON DEL LYON (HAND EMBELLISHED) (UNKNOWN),NA,Print,North America,1350
1483,Bistro 110 (Unknown),NA,Print,North America,125
